Unnamed: 0,Energy Source,Region,Year,Energy Consumption
1960,Nuclear Consumption - TWh (zero filled),Oceania,1987,0.0
1961,Nuclear Consumption - TWh (zero filled),Oceania,1988,0.0
1962,Nuclear Consumption - TWh (zero filled),Oceania,1989,0.0
1963,Nuclear Consumption - TWh (zero filled),Oceania,1990,0.0
1964,Nuclear Consumption - TWh (zero filled),Oceania,1991,0.0
1965,Nuclear Consumption - TWh (zero filled),Oceania,1992,0.0
1966,Nuclear Consumption - TWh (zero filled),Oceania,1993,0.0
1967,Nuclear Consumption - TWh (zero filled),Oceania,1994,0.0
1968,Nuclear Consumption - TWh (zero filled),Oceania,1995,0.0
1969,Nuclear Consumption - TWh (zero filled),Oceania,1996,0.0
1970,Nuclear Consumption - TWh (zero filled),Oceania,1997,0.0
1971,Nuclear Consumption - TWh (zero filled),Oceania,1998,0.0
1972,Nuclear Consumption - TWh (zero filled),Oceania,1999,0.0
1973,Nuclear Consumption - TWh (zero filled),Oceania,2000,0.0
1974,Nuclear Consumption - TWh (zero filled),Oceania,2001,0.0
1975,Nuclear Consumption - TWh (zero filled),Oceania,2002,0.0
1976,Nuclear Consumption - TWh (zero filled),Oceania,2003,0.0
1977,Nuclear Consumption - TWh (zero filled),Oceania,2004,0.0
1978,Nuclear Consumption - TWh (zero filled),Oceania,2005,0.0
1979,Nuclear Consumption - TWh (zero filled),Oceania,2006,0.0
1980,Nuclear Consumption - TWh (zero filled),Oceania,2007,0.0
1981,Nuclear Consumption - TWh (zero filled),Oceania,2008,0.0
1982,Nuclear Consumption - TWh (zero filled),Oceania,2009,0.0
1983,Nuclear Consumption - TWh (zero filled),Oceania,2010,0.0
1984,Nuclear Consumption - TWh (zero filled),Oceania,2011,0.0
1985,Nuclear Consumption - TWh (zero filled),Oceania,2012,0.0
1986,Nuclear Consumption - TWh (zero filled),Oceania,2013,0.0
1987,Nuclear Consumption - TWh (zero filled),Oceania,2014,0.0
1988,Nuclear Consumption - TWh (zero filled),Oceania,2015,0.0
1989,Nuclear Consumption - TWh (zero filled),Oceania,2016,0.0
1990,Nuclear Consumption - TWh (zero filled),Oceania,2017,0.0
1991,Nuclear Consumption - TWh (zero filled),Oceania,2018,0.0
1992,Nuclear Consumption - TWh (zero filled),Oceania,2019,0.0
1993,Nuclear Consumption - TWh (zero filled),Oceania,2020,0.0
1994,Nuclear Consumption - TWh (zero filled),Oceania,2021,0.0
1995,Nuclear Consumption - TWh (zero filled),South America,1965,0.0
1996,Nuclear Consumption - TWh (zero filled),South America,1966,0.0
1997,Nuclear Consumption - TWh (zero filled),South America,1967,0.0
1998,Nuclear Consumption - TWh (zero filled),South America,1968,0.0
1999,Nuclear Consumption - TWh (zero filled),South America,1969,0.0
2000,Nuclear Consumption - TWh (zero filled),South America,1970,0.0
2001,Nuclear Consumption - TWh (zero filled),South America,1971,0.0
2002,Nuclear Consumption - TWh (zero filled),South America,1972,0.0
2003,Nuclear Consumption - TWh (zero filled),South America,1973,0.0
2004,Nuclear Consumption - TWh (zero filled),South America,1974,2.939665556
2005,Nuclear Consumption - TWh (zero filled),South America,1975,7.142024994
2006,Nuclear Consumption - TWh (zero filled),South America,1976,7.298088551
2007,Nuclear Consumption - TWh (zero filled),South America,1977,4.645011902
2008,Nuclear Consumption - TWh (zero filled),South America,1978,8.217443466
2009,Nuclear Consumption - TWh (zero filled),South America,1979,7.638590336
2010,Nuclear Consumption - TWh (zero filled),South America,1980,6.639784813
2011,Nuclear Consumption - TWh (zero filled),South America,1981,7.990441799
2012,Nuclear Consumption - TWh (zero filled),South America,1982,5.306152821
2013,Nuclear Consumption - TWh (zero filled),South America,1983,9.661738396
2014,Nuclear Consumption - TWh (zero filled),South America,1984,17.83094406
2015,Nuclear Consumption - TWh (zero filled),South America,1985,25.95475006
2016,Nuclear Consumption - TWh (zero filled),South America,1986,16.61364937
2017,Nuclear Consumption - TWh (zero filled),South America,1987,21.10543633
2018,Nuclear Consumption - TWh (zero filled),South America,1988,18.17712021
2019,Nuclear Consumption - TWh (zero filled),South America,1989,19.4908905
2020,Nuclear Consumption - TWh (zero filled),South America,1990,27.00746727
2021,Nuclear Consumption - TWh (zero filled),South America,1991,26.09946442
2022,Nuclear Consumption - TWh (zero filled),South America,1992,25.08363342
2023,Nuclear Consumption - TWh (zero filled),South America,1993,23.24492264
2024,Nuclear Consumption - TWh (zero filled),South America,1994,23.52299881
2025,Nuclear Consumption - TWh (zero filled),South America,1995,27.19758034
2026,Nuclear Consumption - TWh (zero filled),South America,1996,28.05167198
2027,Nuclear Consumption - TWh (zero filled),South America,1997,31.58154106
2028,Nuclear Consumption - TWh (zero filled),South America,1998,30.41248512
2029,Nuclear Consumption - TWh (zero filled),South America,1999,31.44817734
2030,Nuclear Consumption - TWh (zero filled),South America,2000,34.68294525
2031,Nuclear Consumption - TWh (zero filled),South America,2001,60.1537323
2032,Nuclear Consumption - TWh (zero filled),South America,2002,55.05732727
2033,Nuclear Consumption - TWh (zero filled),South America,2003,58.23038864
2034,Nuclear Consumption - TWh (zero filled),South America,2004,53.86651611
2035,Nuclear Consumption - TWh (zero filled),South America,2005,45.96386337
2036,Nuclear Consumption - TWh (zero filled),South America,2006,58.63644791
2037,Nuclear Consumption - TWh (zero filled),South America,2007,53.19232559
2038,Nuclear Consumption - TWh (zero filled),South America,2008,57.60463333
2039,Nuclear Consumption - TWh (zero filled),South America,2009,56.652565
2040,Nuclear Consumption - TWh (zero filled),South America,2010,57.88483047
2041,Nuclear Consumption - TWh (zero filled),South America,2011,58.39544296
2042,Nuclear Consumption - TWh (zero filled),South America,2012,59.04406357
2043,Nuclear Consumption - TWh (zero filled),South America,2013,56.63873672
2044,Nuclear Consumption - TWh (zero filled),South America,2014,54.31287003
2045,Nuclear Consumption - TWh (zero filled),South America,2015,56.26542664
2046,Nuclear Consumption - TWh (zero filled),South America,2016,62.03662872
2047,Nuclear Consumption - TWh (zero filled),South America,2017,55.74149323
2048,Nuclear Consumption - TWh (zero filled),South America,2018,57.24015427
2049,Nuclear Consumption - TWh (zero filled),South America,2019,62.15365601
2050,Nuclear Consumption - TWh (zero filled),South America,2020,62.28621674
2051,Nuclear Consumption - TWh (zero filled),South America,2021,64.1200943
2052,Oil Consumption - TWh (zero filled),Africa,1965,341.2627563
2053,Oil Consumption - TWh (zero filled),Africa,1966,369.4865723
2054,Oil Consumption - TWh (zero filled),Africa,1967,368.1252441
2055,Oil Consumption - TWh (zero filled),Africa,1968,389.1998596
2056,Oil Consumption - TWh (zero filled),Africa,1969,396.9228516
2057,Oil Consumption - TWh (zero filled),Africa,1970,433.7723083
2058,Oil Consumption - TWh (zero filled),Africa,1971,473.5654297
2059,Oil Consumption - TWh (zero filled),Africa,1972,510.6726379
2060,Oil Consumption - TWh (zero filled),Africa,1973,549.7197876
2061,Oil Consumption - TWh (zero filled),Africa,1974,567.7996826
2062,Oil Consumption - TWh (zero filled),Africa,1975,596.4046631
2063,Oil Consumption - TWh (zero filled),Africa,1976,652.5804443
2064,Oil Consumption - TWh (zero filled),Africa,1977,695.1663208
2065,Oil Consumption - TWh (zero filled),Africa,1978,732.1810303
2066,Oil Consumption - TWh (zero filled),Africa,1979,770.9386597
2067,Oil Consumption - TWh (zero filled),Africa,1980,817.2388916
2068,Oil Consumption - TWh (zero filled),Africa,1981,883.8618774
2069,Oil Consumption - TWh (zero filled),Africa,1982,925.2272339
2070,Oil Consumption - TWh (zero filled),Africa,1983,964.5521851
2071,Oil Consumption - TWh (zero filled),Africa,1984,981.7520752
2072,Oil Consumption - TWh (zero filled),Africa,1985,1007.091858
2073,Oil Consumption - TWh (zero filled),Africa,1986,988.5931396
2074,Oil Consumption - TWh (zero filled),Africa,1987,1042.068604
2075,Oil Consumption - TWh (zero filled),Africa,1988,1086.268188
2076,Oil Consumption - TWh (zero filled),Africa,1989,1123.926514
2077,Oil Consumption - TWh (zero filled),Africa,1990,1142.402832
2078,Oil Consumption - TWh (zero filled),Africa,1991,1148.7052
2079,Oil Consumption - TWh (zero filled),Africa,1992,1170.524658
2080,Oil Consumption - TWh (zero filled),Africa,1993,1180.07666
2081,Oil Consumption - TWh (zero filled),Africa,1994,1221.884644
2082,Oil Consumption - TWh (zero filled),Africa,1995,1266.781738
2083,Oil Consumption - TWh (zero filled),Africa,1996,1293.971191
2084,Oil Consumption - TWh (zero filled),Africa,1997,1332.273071
2085,Oil Consumption - TWh (zero filled),Africa,1998,1363.508667
2086,Oil Consumption - TWh (zero filled),Africa,1999,1414.560181
2087,Oil Consumption - TWh (zero filled),Africa,2000,1420.386475
2088,Oil Consumption - TWh (zero filled),Africa,2001,1432.664307
2089,Oil Consumption - TWh (zero filled),Africa,2002,1479.166504
2090,Oil Consumption - TWh (zero filled),Africa,2003,1524.815063
2091,Oil Consumption - TWh (zero filled),Africa,2004,1586.510742
2092,Oil Consumption - TWh (zero filled),Africa,2005,1654.919189
2093,Oil Consumption - TWh (zero filled),Africa,2006,1673.716797
2094,Oil Consumption - TWh (zero filled),Africa,2007,1734.740723
2095,Oil Consumption - TWh (zero filled),Africa,2008,1824.850952
2096,Oil Consumption - TWh (zero filled),Africa,2009,1885.976318
2097,Oil Consumption - TWh (zero filled),Africa,2010,1966.2146
2098,Oil Consumption - TWh (zero filled),Africa,2011,1934.170898
2099,Oil Consumption - TWh (zero filled),Africa,2012,2046.829956
2100,Oil Consumption - TWh (zero filled),Africa,2013,2121.441406
2101,Oil Consumption - TWh (zero filled),Africa,2014,2143.333496
2102,Oil Consumption - TWh (zero filled),Africa,2015,2199.14502
2103,Oil Consumption - TWh (zero filled),Africa,2016,2210.926025
2104,Oil Consumption - TWh (zero filled),Africa,2017,2233.089844
2105,Oil Consumption - TWh (zero filled),Africa,2018,2257.501953
2106,Oil Consumption - TWh (zero filled),Africa,2019,2262.036133
2107,Oil Consumption - TWh (zero filled),Africa,2020,2011.052612
2108,Oil Consumption - TWh (zero filled),Africa,2021,2183.541992
2109,Oil Consumption - TWh (zero filled),Asia,1965,2232.485107
2110,Oil Consumption - TWh (zero filled),Asia,1966,2505.829102
2111,Oil Consumption - TWh (zero filled),Asia,1967,2878.504639
2112,Oil Consumption - TWh (zero filled),Asia,1968,3250.342529
2113,Oil Consumption - TWh (zero filled),Asia,1969,3744.902832
2114,Oil Consumption - TWh (zero filled),Asia,1970,4295.116699
2115,Oil Consumption - TWh (zero filled),Asia,1971,4780.219238
2116,Oil Consumption - TWh (zero filled),Asia,1972,5166.904297
2117,Oil Consumption - TWh (zero filled),Asia,1973,5872.899414
2118,Oil Consumption - TWh (zero filled),Asia,1974,5863.51416
2119,Oil Consumption - TWh (zero filled),Asia,1975,5818.068359
2120,Oil Consumption - TWh (zero filled),Asia,1976,6275.469238
2121,Oil Consumption - TWh (zero filled),Asia,1977,6687.268555
2122,Oil Consumption - TWh (zero filled),Asia,1978,7108.488281
2123,Oil Consumption - TWh (zero filled),Asia,1979,7371.070801
2124,Oil Consumption - TWh (zero filled),Asia,1980,6965.992676
2125,Oil Consumption - TWh (zero filled),Asia,1981,6899.109375
2126,Oil Consumption - TWh (zero filled),Asia,1982,6872.519043
2127,Oil Consumption - TWh (zero filled),Asia,1983,7120.473633
2128,Oil Consumption - TWh (zero filled),Asia,1984,7476.664063
2129,Oil Consumption - TWh (zero filled),Asia,1985,8199.693359
2130,Oil Consumption - TWh (zero filled),Asia,1986,8385.080078
2131,Oil Consumption - TWh (zero filled),Asia,1987,8673.916016
2132,Oil Consumption - TWh (zero filled),Asia,1988,9304.535156
2133,Oil Consumption - TWh (zero filled),Asia,1989,9747.575195
2134,Oil Consumption - TWh (zero filled),Asia,1990,10316.57617
2135,Oil Consumption - TWh (zero filled),Asia,1991,10674.09668
2136,Oil Consumption - TWh (zero filled),Asia,1992,11296.72363
2137,Oil Consumption - TWh (zero filled),Asia,1993,11734.91406
2138,Oil Consumption - TWh (zero filled),Asia,1994,12348.58789
2139,Oil Consumption - TWh (zero filled),Asia,1995,13025.04688
2140,Oil Consumption - TWh (zero filled),Asia,1996,13584.34473
2141,Oil Consumption - TWh (zero filled),Asia,1997,14226.38086
2142,Oil Consumption - TWh (zero filled),Asia,1998,13953.07227
2143,Oil Consumption - TWh (zero filled),Asia,1999,14394.84766
2144,Oil Consumption - TWh (zero filled),Asia,2000,14903.10742
2145,Oil Consumption - TWh (zero filled),Asia,2001,15058.35059
2146,Oil Consumption - TWh (zero filled),Asia,2002,15456.1543
2147,Oil Consumption - TWh (zero filled),Asia,2003,16080.26367
2148,Oil Consumption - TWh (zero filled),Asia,2004,17059.16406
2149,Oil Consumption - TWh (zero filled),Asia,2005,17239.04492
2150,Oil Consumption - TWh (zero filled),Asia,2006,17689.32617
2151,Oil Consumption - TWh (zero filled),Asia,2007,18248.25
2152,Oil Consumption - TWh (zero filled),Asia,2008,18480.46484
2153,Oil Consumption - TWh (zero filled),Asia,2009,18629.80664
2154,Oil Consumption - TWh (zero filled),Asia,2010,19729.68945
2155,Oil Consumption - TWh (zero filled),Asia,2011,20295.57422
2156,Oil Consumption - TWh (zero filled),Asia,2012,21202.18555
2157,Oil Consumption - TWh (zero filled),Asia,2013,21588.26758
2158,Oil Consumption - TWh (zero filled),Asia,2014,21946.36719
2159,Oil Consumption - TWh (zero filled),Asia,2015,22738.82422
2160,Oil Consumption - TWh (zero filled),Asia,2016,23536.89258
2161,Oil Consumption - TWh (zero filled),Asia,2017,24108.03516
2162,Oil Consumption - TWh (zero filled),Asia,2018,24619.21094
2163,Oil Consumption - TWh (zero filled),Asia,2019,24867.57813
2164,Oil Consumption - TWh (zero filled),Asia,2020,23417.27539
2165,Oil Consumption - TWh (zero filled),Asia,2021,24457.22461
2166,Oil Consumption - TWh (zero filled),Europe,1965,6933.429688
2167,Oil Consumption - TWh (zero filled),Europe,1966,7553.142578
2168,Oil Consumption - TWh (zero filled),Europe,1967,8203.193359
2169,Oil Consumption - TWh (zero filled),Europe,1968,8936.365234
2170,Oil Consumption - TWh (zero filled),Europe,1969,9826.947266
2171,Oil Consumption - TWh (zero filled),Europe,1970,10877.07617
2172,Oil Consumption - TWh (zero filled),Europe,1971,11434.07324
2173,Oil Consumption - TWh (zero filled),Europe,1972,12275.27148
2174,Oil Consumption - TWh (zero filled),Europe,1973,13148.83594
2175,Oil Consumption - TWh (zero filled),Europe,1974,12937.70898
2176,Oil Consumption - TWh (zero filled),Europe,1975,12798.23145
2177,Oil Consumption - TWh (zero filled),Europe,1976,13493.77441
2178,Oil Consumption - TWh (zero filled),Europe,1977,13559.6377
2179,Oil Consumption - TWh (zero filled),Europe,1978,14288.75488
2180,Oil Consumption - TWh (zero filled),Europe,1979,14616.5332
2181,Oil Consumption - TWh (zero filled),Europe,1980,14167.7207
2182,Oil Consumption - TWh (zero filled),Europe,1981,13576.33887
2183,Oil Consumption - TWh (zero filled),Europe,1982,13103.4502
2184,Oil Consumption - TWh (zero filled),Europe,1983,12790.34082
2185,Oil Consumption - TWh (zero filled),Europe,1984,12839.50098
2186,Oil Consumption - TWh (zero filled),Europe,1985,12087.63184
2187,Oil Consumption - TWh (zero filled),Europe,1986,12438.03613
2188,Oil Consumption - TWh (zero filled),Europe,1987,12472.55859
2189,Oil Consumption - TWh (zero filled),Europe,1988,12468.50195
2190,Oil Consumption - TWh (zero filled),Europe,1989,12485.89746
2191,Oil Consumption - TWh (zero filled),Europe,1990,12604.49316
2192,Oil Consumption - TWh (zero filled),Europe,1991,12446.9375
2193,Oil Consumption - TWh (zero filled),Europe,1992,11973.35352
2194,Oil Consumption - TWh (zero filled),Europe,1993,11207.05078
2195,Oil Consumption - TWh (zero filled),Europe,1994,10876.20996
2196,Oil Consumption - TWh (zero filled),Europe,1995,10733.0166
2197,Oil Consumption - TWh (zero filled),Europe,1996,10565.2002
2198,Oil Consumption - TWh (zero filled),Europe,1997,10620.09961
2199,Oil Consumption - TWh (zero filled),Europe,1998,10740.86426
2200,Oil Consumption - TWh (zero filled),Europe,1999,10628.09766
2201,Oil Consumption - TWh (zero filled),Europe,2000,10464.43945
2202,Oil Consumption - TWh (zero filled),Europe,2001,10656.62012
2203,Oil Consumption - TWh (zero filled),Europe,2002,10553.80859
2204,Oil Consumption - TWh (zero filled),Europe,2003,10666.91699
2205,Oil Consumption - TWh (zero filled),Europe,2004,10724.00195
2206,Oil Consumption - TWh (zero filled),Europe,2005,10793.97852
2207,Oil Consumption - TWh (zero filled),Europe,2006,10895.52344
2208,Oil Consumption - TWh (zero filled),Europe,2007,10682.38379
