rowid,Season,Team,Jersey Number,Full Name,First Name,Last Name,Year,Position,Games Played,Games Started,Goals,Assists,Points,Shots,Shooting Percentage,Shots on Goal,Shots on Goal Percentage,Game Winning Goals,Powerplay Goals,Penalty Kill Goals,Ground Balls,Turnovers,Caused Turnovers,Faceoffs Won,Faceoffs Taken,Faceoff Percentage,pen,Penalties,Goalie Games Played,Goalie Games Started,Goalie Minutes,Goals Allowed,GAA,Saves,Save Percentage,otg,NCAA id
745,2023,Duke Blue Devils,56,Jake Naso,Jake,Naso,Jr,FO,19,0,7,4,11,22,0.318,14,0.636,2,0,0,164,17,1,315,508,0.62,0,0,0,0,,0,0.0,0,0.0,0,2473456
746,2023,Duke Blue Devils,12,Charlie O'Connor,Charlie,O'Connor,Jr,M,19,0,4,2,6,9,0.444,6,0.667,1,0,0,9,2,3,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2473452
747,2023,Duke Blue Devils,34,Brennan O'Neill,Brennan,O'Neill,Jr,ATT,19,19,55,42,97,153,0.359,94,0.614,4,7,1,34,32,4,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,1,2473451
748,2023,Duke Blue Devils,33,Tyler Carpenter,Tyler,Carpenter,Sr,D,19,2,0,2,2,5,0.0,2,0.4,0,0,0,66,2,16,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2305202
749,2023,Duke Blue Devils,51,Dyson Williams,Dyson,Williams,Sr,ATT,19,19,60,5,65,129,0.465,100,0.775,4,4,0,20,17,3,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2305201
750,2023,Duke Blue Devils,7,Will Frisoli,Will,Frisoli,Sr,D,19,0,3,1,4,9,0.333,5,0.556,0,0,0,37,7,11,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2305162
751,2023,Duke Blue Devils,6,Jake Caputo,Jake,Caputo,Sr,DM,19,0,1,2,3,5,0.2,3,0.6,0,0,0,8,5,7,0,0,0.0,6,270,0,0,,0,0.0,0,0.0,0,2305159
752,2023,Duke Blue Devils,29,Kenny Brower,Kenny,Brower,Sr,D,19,19,0,0,0,0,0.0,0,0.0,0,0,0,39,4,22,0,0,0.0,11,750,0,0,,0,0.0,0,0.0,0,2305158
753,2023,Duke Blue Devils,48,William Helm,William,Helm,Sr,GK,19,19,0,0,0,1,0.0,0,0.0,0,0,0,28,13,2,0,0,0.0,1,60,19,19,1028:14,188,10.97,192,0.505,0,2142935
754,2023,Duke Blue Devils,1,Garrett Leadmon,Garrett,Leadmon,Sr,M,19,17,28,9,37,103,0.272,59,0.573,1,1,0,12,22,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,1,2130368
755,2023,Duke Blue Devils,13,Owen Caputo,Owen,Caputo,Sr,M,19,1,15,15,30,52,0.288,29,0.558,1,2,0,7,11,1,0,0,0.0,1,120,0,0,,0,0.0,0,0.0,0,2130364
756,2023,Duke Blue Devils,19,Wilson Stephenson,Wilson,Stephenson,Sr,D,19,15,1,0,1,2,0.5,1,0.5,0,0,0,62,9,29,0,0,0.0,11,630,0,0,,0,0.0,0,0.0,0,2130346
757,2023,Duke Blue Devils,31,Tommy Schelling,Tommy,Schelling,Sr,ATT,19,2,10,10,20,28,0.357,18,0.643,0,1,0,10,15,2,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2120725
758,2023,Duke Blue Devils,14,Jadon Kerry,Jadon,Kerry,Sr,M,17,1,2,1,3,10,0.2,6,0.6,0,0,0,5,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2130365
759,2023,Duke Blue Devils,5,Henry Bard,Henry,Bard,Fr,D,15,1,0,0,0,0,0.0,0,0.0,0,0,0,7,1,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804165
760,2023,Duke Blue Devils,8,Jack Pappendick,Jack,Pappendick,Fr,M,12,0,1,0,1,6,0.167,3,0.5,0,0,0,3,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804166
761,2023,Duke Blue Devils,66,Cole Krauss,Cole,Krauss,Jr,D,12,4,0,0,0,0,0.0,0,0.0,0,0,0,11,1,5,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,0,2473457
762,2023,Duke Blue Devils,91,Griffin Catlett,Griffin,Catlett,Sr,M,10,0,1,0,1,13,0.077,7,0.538,0,0,0,3,3,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2130367
763,2023,Duke Blue Devils,98,Jamie Zusi,Jamie,Zusi,Sr,FO,10,0,0,0,0,0,0.0,0,0.0,0,0,0,4,1,0,9,26,0.346,0,0,0,0,,0,0.0,0,0.0,0,2118530
764,2023,Duke Blue Devils,35,Ryan Mackenzie,Ryan,Mackenzie,Jr,M,8,0,1,1,2,12,0.083,5,0.417,0,0,0,1,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2473459
765,2023,Duke Blue Devils,32,Andrew Bonafede,Andrew,Bonafede,Sr,GK,8,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,8,0,80:06,14,10.487,13,0.481,0,2130345
766,2023,Duke Blue Devils,26,Reed Landin,Reed,Landin,So,M,8,0,1,0,1,5,0.2,1,0.2,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2654089
767,2023,Duke Blue Devils,55,Grant Mitchell,Grant,Mitchell,Jr,M,8,0,2,2,4,13,0.154,7,0.538,0,0,0,1,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2303453
768,2023,Duke Blue Devils,36,Bobby Wade,Bobby,Wade,Sr,DM,8,0,0,0,0,1,0.0,1,1.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2130349
769,2023,Duke Blue Devils,77,Michael Grogan,Michael,Grogan,Sr,D,7,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305182
770,2023,Duke Blue Devils,44,Jake Wilson,Jake,Wilson,So,D,7,0,1,0,1,1,1.0,1,1.0,0,0,0,2,0,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2654094
771,2023,Duke Blue Devils,27,Connor Drake,Connor,Drake,Sr,M,6,0,1,0,1,5,0.2,4,0.8,0,0,0,1,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305160
772,2023,Duke Blue Devils,4,Mike Swirbalus,Mike,Swirbalus,Sr,M,6,0,0,0,0,1,0.0,1,1.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305200
773,2023,Duke Blue Devils,41,Luke Engelke,Luke,Engelke,Fr,FO,6,0,0,0,0,1,0.0,1,1.0,0,0,0,3,0,1,6,14,0.429,0,0,0,0,,0,0.0,0,0.0,0,2804185
774,2023,Duke Blue Devils,17,Jack Frisoli,Jack,Frisoli,Sr,DM,6,0,0,0,0,0,0.0,0,0.0,0,0,0,3,1,2,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,1983446
775,2023,Duke Blue Devils,16,Liam McLane,Liam,McLane,So,M,6,0,2,1,3,4,0.5,4,1.0,0,1,0,2,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2654076
776,2023,Duke Blue Devils,21,AJ Delgado,AJ,Delgado,Sr,M,5,0,0,0,0,1,0.0,1,1.0,0,0,0,1,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2305178
777,2023,Duke Blue Devils,38,Preston Whitehurst,Preston,Whitehurst,Fr,D,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2804171
778,2023,Duke Blue Devils,15,Max Sloat,Max,Sloat,Fr,ATT,4,0,0,0,0,4,0.0,3,0.75,0,0,0,0,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804167
779,2023,Duke Blue Devils,50,Beck Anderson,Beck,Anderson,Fr,D,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804172
780,2023,Duke Blue Devils,3,Cameron Henry,Cameron,Henry,Sr,D,4,0,0,0,0,0,0.0,0,0.0,0,0,0,2,0,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2305170
781,2023,Duke Blue Devils,30,Garrett Smith,Garrett,Smith,Sr,GK,4,0,0,0,0,0,0.0,0,0.0,0,0,0,2,0,0,0,0,0.0,0,0,4,0,27:35,3,6.526,5,0.625,0,2130348
782,2023,Duke Blue Devils,37,Joe Hardison,Joe,Hardison,Sr,M,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2130350
783,2023,Duke Blue Devils,18,Luke Waters,Luke,Waters,So,M,3,0,0,0,0,1,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2654091
784,2023,Duke Blue Devils,28,Evan Barr,Evan,Barr,Jr,GK,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,2,0,7:12,1,8.333,1,0.5,0,2473450
785,2023,Duke Blue Devils,42,Brodie Taweel,Brodie,Taweel,So,GK,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1:26,1,41.86,0,0.0,0,2654092
786,2023,Duke Blue Devils,24,Charlie Johnson,Charlie,Johnson,Fr,D,1,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2804169
787,2023,Fairfield Stags,29,Jack McKenna,Jack,McKenna,So,ATT,14,14,36,9,45,101,0.356,58,0.574,0,2,0,15,20,6,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2665945
788,2023,Fairfield Stags,24,Daniel Wilson,Daniel,Wilson,Sr,M,14,13,0,1,1,2,0.0,2,1.0,0,0,0,23,5,7,0,0,0.0,7,360,0,0,,0,0.0,0,0.0,0,2336454
789,2023,Fairfield Stags,44,Zack Antoniou,Zack,Antoniou,So,D,14,13,0,0,0,2,0.0,1,0.5,0,0,0,22,10,20,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2665977
790,2023,Fairfield Stags,21,Max Paparozzi,Max,Paparozzi,Sr,ATT,14,14,29,15,44,73,0.397,49,0.671,0,4,0,26,23,3,0,0,0.0,6,240,0,0,,0,0.0,0,0.0,0,2336450
791,2023,Fairfield Stags,50,Rob Moore,Rob,Moore,So,D,14,11,8,10,18,49,0.163,28,0.571,0,0,0,7,13,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2665981
792,2023,Fairfield Stags,7,Ryan Lancaster,Ryan,Lancaster,Jr,M,14,0,1,1,2,9,0.111,6,0.667,0,0,0,38,7,12,0,0,0.0,7,300,0,0,,0,0.0,0,0.0,0,2502926
793,2023,Fairfield Stags,1,Will Consoli,Will,Consoli,Fr,M,14,10,24,7,31,74,0.324,44,0.595,1,2,0,12,30,7,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2820556
794,2023,Fairfield Stags,51,Eli Adams,Eli,Adams,Fr,D,14,4,0,0,0,0,0.0,0,0.0,0,0,0,24,4,9,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2820552
795,2023,Fairfield Stags,54,Luke Okupski,Luke,Okupski,Jr,M,14,0,2,1,3,4,0.5,3,0.75,0,0,0,12,6,4,0,0,0.0,3,90,0,0,,0,0.0,0,0.0,0,2665984
796,2023,Fairfield Stags,20,Bryce Ford,Bryce,Ford,Sr,M,14,14,31,20,51,86,0.36,54,0.628,2,2,0,31,27,8,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2336445
797,2023,Fairfield Stags,18,Christopher DeBellis,Christopher,DeBellis,So,D,13,0,0,1,1,1,0.0,0,0.0,0,0,0,11,1,6,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2665938
798,2023,Fairfield Stags,41,Joe Costantino,Joe,Costantino,So,M,13,0,0,0,0,0,0.0,0,0.0,0,0,0,3,1,4,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2665974
799,2023,Fairfield Stags,23,Matt Rice,Matt,Rice,So,M,13,0,0,1,1,4,0.0,3,0.75,0,0,0,33,5,7,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2665941
800,2023,Fairfield Stags,3,Dylan Smith,Dylan,Smith,So,FO,13,0,0,0,0,0,0.0,0,0.0,0,0,0,65,8,0,140,286,0.49,4,150,0,0,,0,0.0,0,0.0,0,2502932
801,2023,Fairfield Stags,13,Jake Gilbert,Jake,Gilbert,Fr,ATT,13,11,7,2,9,36,0.194,22,0.611,0,0,0,10,5,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2820560
802,2023,Fairfield Stags,14,Cam Barisano,Cam,Barisano,Jr,M,12,0,1,0,1,14,0.071,6,0.429,0,0,0,3,5,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2502916
803,2023,Fairfield Stags,45,Will Snyder,Will,Snyder,Fr,GK,11,11,0,0,0,0,0.0,0,0.0,0,0,0,16,4,5,0,0,0.0,0,0,11,11,660:00,145,13.182,127,0.467,0,2820577
804,2023,Fairfield Stags,34,Kevin Dolan,Kevin,Dolan,Fr,ATT,11,0,3,1,4,12,0.25,6,0.5,0,0,0,4,4,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2820580
805,2023,Fairfield Stags,60,Hank D'Ambrogi,Hank,D'Ambrogi,Fr,M,11,0,1,5,6,12,0.083,7,0.583,0,0,0,7,3,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2820557
806,2023,Fairfield Stags,31,Braden Lynch,Braden,Lynch,Jr,D,11,10,1,0,1,2,0.5,1,0.5,0,0,0,25,3,8,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2502928
807,2023,Fairfield Stags,22,Shane Osborne,Shane,Osborne,Sr,ATT,9,2,2,0,2,11,0.182,7,0.636,0,0,0,2,2,0,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2502931
808,2023,Fairfield Stags,2,Dean Ford,Dean,Ford,Sr,M,9,4,5,2,7,21,0.238,12,0.571,0,0,0,9,3,1,0,0,0.0,2,120,0,0,,0,0.0,0,0.0,0,2336446
809,2023,Fairfield Stags,26,Jon Wheat,Jon,Wheat,Sr,D,8,1,0,0,0,0,0.0,0,0.0,0,0,0,6,5,5,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2336453
810,2023,Fairfield Stags,52,Malcolm MacInnes,Malcolm,MacInnes,Jr,M,8,0,3,1,4,8,0.375,7,0.875,0,0,0,1,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2502929
811,2023,Fairfield Stags,48,Rory Thompson,Rory,Thompson,So,D,8,0,1,0,1,1,1.0,1,1.0,0,0,0,4,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2665979
812,2023,Fairfield Stags,56,PJ McGoldrick,PJ,McGoldrick,So,D,7,0,1,0,1,2,0.5,1,0.5,0,0,0,2,1,3,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2665986
813,2023,Fairfield Stags,32,Tim Lucky,Tim,Lucky,So,FO,7,0,0,0,0,0,0.0,0,0.0,0,0,0,13,1,0,23,65,0.354,0,0,0,0,,0,0.0,0,0.0,0,2665949
814,2023,Fairfield Stags,17,Josh Demko,Josh,Demko,So,M,7,2,2,4,6,8,0.25,4,0.5,1,1,0,5,9,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2665933
815,2023,Fairfield Stags,15,Davis Allen,Davis,Allen,Sr,M,6,2,5,2,7,13,0.385,8,0.615,1,0,0,4,3,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,1977578
816,2023,Fairfield Stags,37,Ryan Hamburger,Ryan,Hamburger,Jr,FO,6,0,0,0,0,1,0.0,1,1.0,0,0,0,4,0,1,13,35,0.371,1,30,0,0,,0,0.0,0,0.0,0,2502925
817,2023,Fairfield Stags,38,Evan Keiser,Evan,Keiser,Jr,M,5,0,0,0,0,1,0.0,1,1.0,0,0,0,6,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2665960
818,2023,Fairfield Stags,6,Jake Coleman,Jake,Coleman,Jr,ATT,5,0,3,1,4,3,1.0,3,1.0,0,0,0,1,1,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2502920
819,2023,Fairfield Stags,4,Reilly Sullivan,Reilly,Sullivan,Jr,M,5,0,2,1,3,7,0.286,2,0.286,0,0,0,2,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2500872
820,2023,Fairfield Stags,5,Brady Strough,Brady,Strough,Jr,M,4,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,1,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2502933
821,2023,Fairfield Stags,36,Benjamin Rivera,Benjamin,Rivera,Sr,D,3,1,0,0,0,1,0.0,0,0.0,0,0,0,2,0,3,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2336452
822,2023,Fairfield Stags,10,Tommy Elliott,Tommy,Elliott,Jr,M,3,0,0,1,1,5,0.0,2,0.4,0,0,0,2,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2502923
823,2023,Fairfield Stags,47,Nick Giardina,Nick,Giardina,Jr,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2502924
824,2023,Fairfield Stags,35,Caleb McNaull,Caleb,McNaull,Jr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2665953
825,2023,Fairfield Stags,49,Jack LaBanca,Jack,LaBanca,Fr,FO,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,1,3,0.333,0,0,0,0,,0,0.0,0,0.0,0,2820568
826,2023,Fairfield Stags,39,Austin McClintic,Austin,McClintic,Fr,D,2,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2820571
827,2023,Fairfield Stags,9,Colin Consoli,Colin,Consoli,Jr,GK,2,2,0,0,0,0,0.0,0,0.0,0,0,0,4,3,1,0,0,0.0,0,0,2,2,120:00,27,13.5,23,0.46,0,2502922
828,2023,Fairfield Stags,25,Jonathan Lewis,Jonathan,Lewis,Fr,FO,2,0,0,0,0,0,0.0,0,0.0,0,0,0,1,1,0,5,7,0.714,0,0,0,0,,0,0.0,0,0.0,0,2820569
829,2023,Fairfield Stags,12,Jason LaMay Jr.,Jason,LaMay Jr.,Fr,M,2,0,0,1,1,1,0.0,0,0.0,0,0,0,1,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2820567
830,2023,Fairfield Stags,40,Riley Fitzsimmons,Riley,Fitzsimmons,Sr,GK,2,1,0,0,0,0,0.0,0,0.0,0,0,0,3,1,1,0,0,0.0,0,0,1,1,60:00,6,6.0,12,0.667,0,2336444
831,2023,Fairfield Stags,33,Trey Ordway,Trey,Ordway,Fr,M,1,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2820574
832,2023,Georgetown Hoyas,7,Will Tominovich,Will,Tominovich,Jr,D,17,5,2,0,2,4,0.5,3,0.75,0,0,0,54,3,21,0,0,0.0,6,270,0,0,,0,0.0,0,0.0,0,2475489
833,2023,Georgetown Hoyas,4,TJ Haley,TJ,Haley,Jr,ATT,17,8,1,25,26,15,0.067,9,0.6,0,0,0,12,9,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2475487
834,2023,Georgetown Hoyas,43,James Donaldson,James,Donaldson,Sr,D,17,17,0,0,0,0,0.0,0,0.0,0,0,0,13,2,13,0,0,0.0,3,150,0,0,,0,0.0,0,0.0,0,2304674
835,2023,Georgetown Hoyas,12,Aidan Carroll,Aidan,Carroll,Jr,ATT,17,1,7,7,14,26,0.269,16,0.615,0,0,0,11,6,2,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2475493
836,2023,Georgetown Hoyas,40,Dylan Hess,Dylan,Hess,Jr,M,17,0,3,1,4,10,0.3,3,0.3,0,0,0,30,6,14,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2475495
837,2023,Georgetown Hoyas,14,Wallace Halpert,Wallace,Halpert,Jr,D,17,12,3,0,3,7,0.429,6,0.857,0,1,0,47,8,25,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2475497
838,2023,Georgetown Hoyas,16,Jack Leary,Jack,Leary,Jr,DM,17,0,0,3,3,5,0.0,3,0.6,0,0,0,11,2,3,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2475492
839,2023,Georgetown Hoyas,24,Patrick Crogan,Patrick,Crogan,Fr,M,17,12,11,4,15,29,0.379,22,0.759,0,0,0,7,10,1,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2798557
840,2023,Georgetown Hoyas,2,Tucker Dordevic,Tucker,Dordevic,Sr,ATT,17,17,65,13,78,186,0.349,121,0.651,4,6,0,29,26,5,0,0,0.0,2,90,0,0,,0,0.0,0,0.0,1,1979823
841,2023,Georgetown Hoyas,33,James Reilly,James,Reilly,Sr,FO,17,0,7,4,11,18,0.389,14,0.778,0,0,0,166,12,2,233,402,0.58,2,90,0,0,,0,0.0,0,0.0,0,2112579
842,2023,Georgetown Hoyas,1,Declan McDermott,Declan,McDermott,Sr,M,17,17,15,9,24,58,0.259,29,0.5,0,0,0,9,9,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2112598
843,2023,Georgetown Hoyas,55,Jacob Kelly,Jacob,Kelly,Sr,ATT,17,11,21,28,49,53,0.396,38,0.717,1,2,0,20,15,7,0,0,0.0,3,180,0,0,,0,0.0,0,0.0,0,2116814
844,2023,Georgetown Hoyas,99,Will Bowen,Will,Bowen,Sr,D,17,17,1,1,2,3,0.333,2,0.667,0,0,0,28,1,28,0,0,0.0,5,270,0,0,,0,0.0,0,0.0,0,2116816
845,2023,Georgetown Hoyas,3,Nicky Solomon,Nicky,Solomon,Sr,ATT,17,2,35,9,44,71,0.493,53,0.746,2,3,0,15,12,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2116829
846,2023,Georgetown Hoyas,13,Brian Minicus,Brian,Minicus,Sr,ATT,17,17,35,23,58,103,0.34,67,0.65,2,1,0,34,26,6,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2130255
847,2023,Georgetown Hoyas,9,Graham Bundy Jr.,Graham,Bundy Jr.,Sr,M,17,17,32,12,44,127,0.252,69,0.543,3,4,0,21,17,2,0,0,0.0,2,60,0,0,,0,0.0,0,0.0,0,2304655
848,2023,Georgetown Hoyas,10,Will Godine,Will,Godine,Sr,DM,17,0,1,1,2,3,0.333,2,0.667,0,0,0,41,9,3,0,0,0.0,3,120,0,0,,0,0.0,0,0.0,0,2304656
849,2023,Georgetown Hoyas,45,Jordan Wray,Jordan,Wray,Fr,M,16,0,8,1,9,21,0.381,15,0.714,1,0,0,4,4,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798516
850,2023,Georgetown Hoyas,29,Carson Milburn,Carson,Milburn,Sr,FO,16,0,0,0,0,0,0.0,0,0.0,0,0,0,26,2,2,37,81,0.457,1,60,0,0,,0,0.0,0,0.0,0,2304662
851,2023,Georgetown Hoyas,37,Charlie McGurrin,Charlie,McGurrin,Fr,D,16,0,0,0,0,2,0.0,1,0.5,0,0,0,17,3,2,0,0,0.0,3,240,0,0,,0,0.0,0,0.0,0,2798563
852,2023,Georgetown Hoyas,27,Daniel Hincks,Daniel,Hincks,Sr,GK,13,10,0,0,0,0,0.0,0,0.0,0,0,0,20,1,1,0,0,0.0,0,0,13,10,611:20,112,10.992,118,0.513,0,2116245
853,2023,Georgetown Hoyas,35,Michael Scharfenberger,Michael,Scharfenberger,So,GK,12,7,0,0,0,0,0.0,0,0.0,0,0,0,20,3,3,0,0,0.0,0,0,12,7,399:00,74,11.128,55,0.426,0,2652464
854,2023,Georgetown Hoyas,47,Griffin Aslanian,Griffin,Aslanian,Sr,D,10,0,0,0,0,0,0.0,0,0.0,0,0,0,4,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304672
855,2023,Georgetown Hoyas,5,Seamus Foley,Seamus,Foley,Jr,D,10,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2475488
856,2023,Georgetown Hoyas,77,Wilson Van Buren,Wilson,Van Buren,Fr,FO,7,0,0,0,0,0,0.0,0,0.0,0,0,0,5,0,0,7,20,0.35,0,0,0,0,,0,0.0,0,0.0,0,2798567
857,2023,Georgetown Hoyas,48,Cavanagh Williams,Cavanagh,Williams,So,D,7,0,0,1,1,0,0.0,0,0.0,0,0,0,5,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652456
858,2023,Georgetown Hoyas,20,Michael Haus,Michael,Haus,So,DM,6,0,0,0,0,0,0.0,0,0.0,0,0,0,0,1,0,0,0,0.0,1,60,0,0,,0,0.0,0,0.0,0,2652418
859,2023,Georgetown Hoyas,6,Cade MacLeod,Cade,MacLeod,Sr,M,5,0,1,0,1,1,1.0,1,1.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304629
860,2023,Georgetown Hoyas,42,Zack Pacheco,Zack,Pacheco,Sr,M,5,0,0,1,1,2,0.0,0,0.0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304673
861,2023,Georgetown Hoyas,18,Jack Howe,Jack,Howe,Sr,SSDM,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304658
862,2023,Georgetown Hoyas,36,Chris Glynn,Chris,Glynn,Sr,DM,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2304632
863,2023,Georgetown Hoyas,34,George Acton,George,Acton,Fr,D,4,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798561
864,2023,Georgetown Hoyas,26,Jake Waldman,Jake,Waldman,So,ATT,4,0,0,1,1,1,0.0,0,0.0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2652429
865,2023,Georgetown Hoyas,49,Todd Kennedy Jr.,Todd,Kennedy Jr.,Jr,GK,3,0,0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0,0,3,0,7:07,1,8.431,3,0.75,0,2475499
866,2023,Georgetown Hoyas,38,Connor O'Reilly,Connor,O'Reilly,Sr,D,3,0,0,0,0,0,0.0,0,0.0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2304667
867,2023,Georgetown Hoyas,11,Holt Matheis,Holt,Matheis,So,ATT,3,0,1,0,1,4,0.25,3,0.75,0,0,0,1,1,0,0,0,0.0,1,30,0,0,,0,0.0,0,0.0,0,2652427
868,2023,Georgetown Hoyas,88,Lucas Dudemaine,Lucas,Dudemaine,Fr,D,2,0,1,0,1,1,1.0,1,1.0,0,0,0,1,1,1,0,0,0.0,0,0,0,0,,0,0.0,0,0.0,0,2798568
